Data Ora;TEMP 1 (°C);TEMP 2 (°C);TEMP 3 (°C);
13/12/2022 08.50.00;14,1;13,9;14,9;
13/12/2022 08.51.00;14,1;14;14,8;
13/12/2022 08.52.00;14,1;14;14,8;
13/12/2022 08.53.00;14,1;14;14,9;
13/12/2022 08.54.00;14,1;14;15;
13/12/2022 08.55.00;14,1;14;15;
13/12/2022 08.56.00;14,1;14;15;
13/12/2022 08.57.00;14,1;14;15;
13/12/2022 08.58.00;14,1;14;15;
13/12/2022 08.59.00;14,2;14;14,9;
13/12/2022 09.00.00;14,2;14,1;15;
13/12/2022 09.01.00;14,2;14,1;15;
13/12/2022 09.02.00;14,2;14,1;15;
13/12/2022 09.03.00;14,2;14,1;15,1;
13/12/2022 09.04.00;14,2;14,1;15;
13/12/2022 09.05.00;14,2;14,1;15;
13/12/2022 09.06.00;14,2;14,1;15,1;
13/12/2022 09.07.00;14,2;14,1;15,1;
13/12/2022 09.08.00;14,3;14,1;15,2;
13/12/2022 09.09.00;14,3;14,2;15,2;
13/12/2022 09.10.00;14,3;14,2;15,1;
13/12/2022 09.11.00;14,3;14,2;15,2;
13/12/2022 09.12.00;14,3;14,2;15,2;
13/12/2022 09.13.00;14,3;14,2;15,3;
13/12/2022 09.14.00;14,3;14,2;15,4;
13/12/2022 09.15.00;14,3;14,2;15,3;
13/12/2022 09.16.00;14,3;14,2;15,3;
13/12/2022 09.17.00;14,4;14,3;15,3;
13/12/2022 09.18.00;14,4;14,3;15,2;
13/12/2022 09.19.00;14,4;14,3;15,2;
13/12/2022 09.20.00;14,4;14,3;15,2;
13/12/2022 09.21.00;14,4;14,3;15,3;
13/12/2022 09.22.00;14,4;14,3;15,4;
13/12/2022 09.23.00;14,4;14,3;15,4;
13/12/2022 09.24.00;14,5;14,3;15,3;
13/12/2022 09.25.00;14,5;14,4;15,3;
13/12/2022 09.26.00;14,5;14,4;15,3;
13/12/2022 09.27.00;14,5;14,4;15,4;
13/12/2022 09.28.00;14,5;14,4;15,5;
13/12/2022 09.29.00;14,5;14,4;15,5;
13/12/2022 09.30.00;14,5;14,4;15,4;
13/12/2022 09.31.00;14,5;14,4;15,4;
13/12/2022 09.32.00;14,5;14,4;15,4;
13/12/2022 09.33.00;14,6;14,4;15,3;
13/12/2022 09.34.00;14,6;14,4;15,4;
13/12/2022 09.35.00;14,6;14,5;15,5;
13/12/2022 09.36.00;14,6;14,5;15,4;
13/12/2022 09.37.00;14,6;14,5;15,4;
13/12/2022 09.38.00;14,6;14,5;15,4;
13/12/2022 09.39.00;14,6;14,5;15,5;
13/12/2022 09.40.00;14,6;14,5;15,4;
13/12/2022 09.41.00;14,6;14,5;15,4;
13/12/2022 09.42.00;14,7;14,5;15,5;
13/12/2022 09.43.00;14,7;14,6;15,5;
13/12/2022 09.44.00;14,7;14,6;15,3;
13/12/2022 09.45.00;14,7;14,6;15,3;
13/12/2022 09.46.00;14,7;14,6;15,4;
13/12/2022 09.47.00;14,7;14,6;15,5;
13/12/2022 09.48.00;14,7;14,6;15,5;
13/12/2022 09.49.00;14,7;14,6;15,5;
13/12/2022 09.50.00;14,8;14,6;15,5;
13/12/2022 09.51.00;14,8;14,7;15,5;
13/12/2022 09.52.00;14,8;14,7;15,6;
13/12/2022 09.53.00;14,8;14,7;15,5;
13/12/2022 09.54.00;14,8;14,7;15,5;
13/12/2022 09.55.00;14,8;14,7;15,5;
13/12/2022 09.56.00;14,8;14,7;15,5;
13/12/2022 09.57.00;14,9;14,7;15,5;
13/12/2022 09.58.00;14,8;14,7;15,5;
13/12/2022 09.59.00;14,9;14,8;15,4;
13/12/2022 10.00.00;14,9;14,8;15,5;
13/12/2022 10.01.00;14,9;14,8;15,6;
13/12/2022 10.02.00;14,9;14,8;15,6;
13/12/2022 10.03.00;14,9;14,8;15,6;
13/12/2022 10.04.00;14,9;14,8;15,6;
13/12/2022 10.05.00;14,9;14,8;15,6;
13/12/2022 10.06.00;15;14,8;15,6;
13/12/2022 10.07.00;15;14,8;15,6;
13/12/2022 10.08.00;15;14,9;15,6;
13/12/2022 10.09.00;15;14,9;15,7;
13/12/2022 10.10.00;15;14,9;15,7;
13/12/2022 10.11.00;15;14,9;15,7;
13/12/2022 10.12.00;15;14,9;15,7;
13/12/2022 10.13.00;15;14,9;15,7;
13/12/2022 10.14.00;15;14,9;15,7;
13/12/2022 10.15.00;15,1;14,9;15,7;
13/12/2022 10.16.00;15,1;15;15,7;
13/12/2022 10.17.00;15,1;15;15,8;
13/12/2022 10.18.00;15,1;15;15,8;
13/12/2022 10.19.00;15,1;15;15,8;
13/12/2022 10.20.00;15,1;15;15,8;
13/12/2022 10.21.00;15,1;15;15,8;
13/12/2022 10.22.00;15,2;15;15,8;
13/12/2022 10.23.00;15,2;15;15,8;
13/12/2022 10.24.00;15,2;15;15,9;
13/12/2022 10.25.00;15,2;15,1;15,8;
13/12/2022 10.26.00;15,2;15,1;15,8;
13/12/2022 10.27.00;15,2;15,1;15,8;
13/12/2022 10.28.00;15,3;15,1;15,9;
13/12/2022 10.29.00;15,3;15,1;15,8;
13/12/2022 10.30.00;15,3;15,1;15,9;
13/12/2022 10.31.00;15,3;15,2;15,9;
13/12/2022 10.32.00;15,3;15,2;15,9;
13/12/2022 10.33.00;15,3;15,2;12,4;
13/12/2022 10.34.00;15,3;15,2;8,7;
13/12/2022 10.35.00;15,3;15,2;5,8;
13/12/2022 10.36.00;15,3;15,2;6,7;
13/12/2022 10.37.00;15,3;15,1;9,1;
13/12/2022 10.38.00;15,3;15,1;11,1;
13/12/2022 10.39.00;15,3;15,1;12,4;
13/12/2022 10.40.00;15,3;15,2;13,1;
13/12/2022 10.41.00;15,3;15,2;13,6;
13/12/2022 10.42.00;15,3;15,2;14,1;
13/12/2022 10.43.00;15,4;15,2;14,4;
13/12/2022 10.44.00;15,4;15,2;14,7;
13/12/2022 10.45.00;15,4;15,2;14,9;
13/12/2022 10.46.00;15,4;15,2;15,1;
13/12/2022 10.47.00;15,4;15,3;15,3;
13/12/2022 10.48.00;15,4;15,3;15,4;
13/12/2022 10.49.00;15,5;15,3;15,5;
13/12/2022 10.50.00;15,5;15,3;15,5;
13/12/2022 10.51.00;15,5;15,3;15,6;
13/12/2022 10.52.00;15,5;15,3;15,6;
13/12/2022 10.53.00;15,5;15,3;15,7;
13/12/2022 10.54.00;15,5;15,4;15,8;
13/12/2022 10.55.00;15,5;15,4;15,8;
13/12/2022 10.56.00;15,6;15,4;15,8;
13/12/2022 10.57.00;15,6;15,4;15,4;
13/12/2022 10.58.00;15,6;15,4;15,1;
13/12/2022 10.59.00;15,6;15,4;14,8;
13/12/2022 11.00.00;15,6;15,4;14,7;
13/12/2022 11.01.00;15,6;15,4;14,8;
13/12/2022 11.02.00;15,6;15,4;14,7;
13/12/2022 11.03.00;15,6;15,4;14,8;
13/12/2022 11.04.00;15,6;15,4;14,9;
13/12/2022 11.05.00;15,6;15,4;14,9;
13/12/2022 11.06.00;15,6;15,4;14,6;
13/12/2022 11.07.00;15,6;15,4;14,8;
13/12/2022 11.08.00;15,6;15,5;14,8;
13/12/2022 11.09.00;15,7;15,5;14,7;
13/12/2022 11.10.00;15,7;15,5;14,8;
13/12/2022 11.11.00;15,7;15,5;15;
13/12/2022 11.12.00;15,7;15,5;15,1;
13/12/2022 11.13.00;15,7;15,5;15,3;
13/12/2022 11.14.00;15,7;15,5;15,4;
13/12/2022 11.15.00;15,8;15,5;15,6;
13/12/2022 11.16.00;15,8;15,6;15,7;
13/12/2022 11.17.00;15,8;15,6;15,7;
13/12/2022 11.18.00;15,8;15,6;15,9;
13/12/2022 11.19.00;15,8;15,6;15,9;
13/12/2022 11.20.00;15,8;15,6;16;
13/12/2022 11.21.00;15,8;15,6;16;
13/12/2022 11.22.00;15,8;15,6;15,9;
13/12/2022 11.23.00;15,9;15,7;16;
13/12/2022 11.24.00;15,9;15,7;16;
13/12/2022 11.25.00;15,9;15,7;16,1;
13/12/2022 11.26.00;15,9;15,7;16,1;
13/12/2022 11.27.00;15,9;15,7;16,3;
13/12/2022 11.28.00;15,9;15,7;16,4;
13/12/2022 11.29.00;16;15,7;16,4;
13/12/2022 11.30.00;16;15,7;16,6;
13/12/2022 11.31.00;16;15,8;16,6;
13/12/2022 11.32.00;16;15,8;16,7;
13/12/2022 11.33.00;16;15,8;16,7;
13/12/2022 11.34.00;16;15,8;16,7;
13/12/2022 11.35.00;16;15,8;16,7;
13/12/2022 11.36.00;16,1;15,8;16,7;
13/12/2022 11.37.00;16,1;15,8;16,6;
13/12/2022 11.38.00;16,1;15,9;16,7;
13/12/2022 11.39.00;16,1;15,9;16,6;
13/12/2022 11.40.00;16,1;15,9;16,5;
13/12/2022 11.41.00;16,1;15,9;16,5;
13/12/2022 11.42.00;16,2;15,9;16,4;
13/12/2022 11.43.00;16,2;15,9;16,4;
13/12/2022 11.44.00;16,2;15,9;16,4;
13/12/2022 11.45.00;16,2;16;16,4;
13/12/2022 11.46.00;16,2;16;16,2;
13/12/2022 11.47.00;16,2;16;16,3;
13/12/2022 11.48.00;16,2;16;16,3;
13/12/2022 11.49.00;16,2;16;16,4;
13/12/2022 11.50.00;16,3;16;16,5;
13/12/2022 11.51.00;16,3;16;16,5;
13/12/2022 11.52.00;16,3;16;16,5;
13/12/2022 11.53.00;16,3;16;16,5;
13/12/2022 11.54.00;16,3;16,1;16,5;
13/12/2022 11.55.00;16,3;16,1;16,5;
13/12/2022 11.56.00;16,3;16,1;16,5;
13/12/2022 11.57.00;16,4;16,1;16,5;
13/12/2022 11.58.00;16,4;16,1;16,5;
13/12/2022 11.59.00;16,4;16,1;16,5;
13/12/2022 12.00.00;16,4;16,1;16,5;
13/12/2022 12.01.00;16,4;16,1;16,5;
13/12/2022 12.02.00;16,4;16,2;16,5;
13/12/2022 12.03.00;16,4;16,2;16,6;
13/12/2022 12.04.00;16,5;16,2;16,6;
13/12/2022 12.05.00;16,5;16,2;16,6;
13/12/2022 12.06.00;16,5;16,2;16,6;
13/12/2022 12.07.00;16,5;16,2;16,6;
13/12/2022 12.08.00;16,5;16,2;16,8;
13/12/2022 12.09.00;16,5;16,2;16,8;
13/12/2022 12.10.00;16,5;16,3;16,7;
13/12/2022 12.11.00;16,6;16,3;16,8;
13/12/2022 12.12.00;16,6;16,3;16,8;
13/12/2022 12.13.00;16,6;16,3;16,8;
13/12/2022 12.14.00;16,6;16,3;16,9;
13/12/2022 12.15.00;16,6;16,3;16,9;
13/12/2022 12.16.00;16,6;16,3;16,8;
13/12/2022 12.17.00;16,6;16,3;16,8;
13/12/2022 12.18.00;16,7;16,4;16,8;
13/12/2022 12.19.00;16,7;16,4;16,8;
13/12/2022 12.20.00;16,7;16,4;16,8;
13/12/2022 12.21.00;16,7;16,4;16,8;
13/12/2022 12.22.00;16,7;16,4;16,8;
13/12/2022 12.23.00;16,7;16,4;16,7;
13/12/2022 12.24.00;16,7;16,4;16,7;
13/12/2022 12.25.00;16,7;16,4;16,8;
13/12/2022 12.26.00;16,8;16,5;16,8;
13/12/2022 12.27.00;16,8;16,5;16,8;
13/12/2022 12.28.00;16,8;16,5;16,9;
13/12/2022 12.29.00;16,8;16,5;16,8;
13/12/2022 12.30.00;16,8;16,5;16,8;
13/12/2022 12.31.00;16,8;16,5;16,8;
13/12/2022 12.32.00;16,8;16,5;16,8;
13/12/2022 12.33.00;16,8;16,5;16,7;
13/12/2022 12.34.00;16,9;16,5;16,7;
13/12/2022 12.35.00;16,9;16,6;16,8;
13/12/2022 12.36.00;16,9;16,6;16,7;
13/12/2022 12.37.00;16,9;16,6;16,8;
13/12/2022 12.38.00;16,9;16,6;16,7;
13/12/2022 12.39.00;16,9;16,6;16,8;
13/12/2022 12.40.00;16,9;16,6;16,8;
13/12/2022 12.41.00;17;16,6;16,8;
13/12/2022 12.42.00;16,9;16,6;16,9;
13/12/2022 12.43.00;17;16,7;16,8;
13/12/2022 12.44.00;17;16,7;16,8;
13/12/2022 12.45.00;17;16,7;16,8;
13/12/2022 12.46.00;17;16,7;16,8;
13/12/2022 12.47.00;17;16,7;16,7;
13/12/2022 12.48.00;17;16,7;16,7;
13/12/2022 12.49.00;17,1;16,7;16,7;
13/12/2022 12.50.00;17,1;16,7;16,9;
13/12/2022 12.51.00;17,1;16,7;16,8;
13/12/2022 12.52.00;17,1;16,8;16,8;
13/12/2022 12.53.00;17,1;16,8;16,7;
13/12/2022 12.54.00;17,1;16,8;16,7;
13/12/2022 12.55.00;17,1;16,8;16,7;
13/12/2022 12.56.00;17,1;16,8;16,8;
13/12/2022 12.57.00;17,1;16,8;16,8;
13/12/2022 12.58.00;17,2;16,8;16,8;
13/12/2022 12.59.00;17,2;16,8;16,8;
13/12/2022 13.00.00;17,2;16,8;16,8;
13/12/2022 13.01.00;17,2;16,9;16,8;
13/12/2022 13.02.00;17,2;16,9;16,8;
13/12/2022 13.03.00;17,2;16,9;16,8;
13/12/2022 13.04.00;17,2;16,9;16,8;
13/12/2022 13.05.00;17,2;16,9;16,8;
13/12/2022 13.06.00;17,3;16,9;16,8;
13/12/2022 13.07.00;17,3;16,9;16,9;
13/12/2022 13.08.00;17,3;16,9;16,8;
13/12/2022 13.09.00;17,3;16,9;16,8;
13/12/2022 13.10.00;17,3;16,9;16,7;
13/12/2022 13.11.00;17,3;17;16,7;
13/12/2022 13.12.00;17,4;17;16,8;
13/12/2022 13.13.00;17,4;17;16,8;
13/12/2022 13.14.00;17,4;17;16,7;
13/12/2022 13.15.00;17,4;17;16,7;
13/12/2022 13.16.00;17,4;17;16,7;
13/12/2022 13.17.00;17,4;17;16,7;
13/12/2022 13.18.00;17,4;17;16,8;
13/12/2022 13.19.00;17,4;17;16,9;
13/12/2022 13.20.00;17,4;17,1;16,9;
13/12/2022 13.21.00;17,4;17,1;17;
13/12/2022 13.22.00;17,4;17,1;16,9;
13/12/2022 13.23.00;17,5;17,1;16,9;
13/12/2022 13.24.00;17,5;17,1;17;
13/12/2022 13.25.00;17,5;17,1;17,1;
13/12/2022 13.26.00;17,5;17,1;17,1;
13/12/2022 13.27.00;17,5;17,2;17;
13/12/2022 13.28.00;17,5;17,2;17;
13/12/2022 13.29.00;17,6;17,2;17;
13/12/2022 13.30.00;17,6;17,2;17,1;
13/12/2022 13.31.00;17,6;17,2;17;
13/12/2022 13.32.00;17,6;17,2;16,9;
13/12/2022 13.33.00;17,6;17,2;16,9;
13/12/2022 13.34.00;17,6;17,2;16,8;
13/12/2022 13.35.00;17,6;17,2;16,9;
13/12/2022 13.36.00;17,6;17,2;16,9;
13/12/2022 13.37.00;17,6;17,2;16,9;
13/12/2022 13.38.00;17,6;17,2;16,2;
13/12/2022 13.39.00;17,7;17,2;15,7;
13/12/2022 13.40.00;17,7;17,3;15,8;
13/12/2022 13.41.00;17,7;17,2;15,9;
13/12/2022 13.42.00;17,7;17,3;16;
13/12/2022 13.43.00;17,7;17,3;16,1;
13/12/2022 13.44.00;17,7;17,3;16,2;
13/12/2022 13.45.00;17,7;17,3;16,3;
13/12/2022 13.46.00;17,7;17,3;16,3;
13/12/2022 13.47.00;17,7;17,3;16,4;
13/12/2022 13.48.00;17,7;17,3;16,6;
13/12/2022 13.49.00;17,7;17,3;16,6;
13/12/2022 13.50.00;17,7;17,3;16,6;
13/12/2022 13.51.00;17,7;17,3;16,6;
13/12/2022 13.52.00;17,7;17,3;16,7;
13/12/2022 13.53.00;17,8;17,3;16,7;
13/12/2022 13.54.00;17,8;17,4;16,7;
13/12/2022 13.55.00;17,8;17,4;16,7;
13/12/2022 13.56.00;17,8;17,4;16,7;
13/12/2022 13.57.00;17,8;17,4;16,7;
13/12/2022 13.58.00;17,8;17,4;16,7;
13/12/2022 13.59.00;17,8;17,4;16,8;
13/12/2022 14.00.00;17,8;17,4;16,8;
13/12/2022 14.01.00;17,9;17,4;16,8;
13/12/2022 14.02.00;17,9;17,4;16,8;
13/12/2022 14.03.00;17,9;17,4;16,8;
13/12/2022 14.04.00;17,9;17,4;14;
13/12/2022 14.05.00;17,9;17,5;12,3;
13/12/2022 14.06.00;17,9;17,4;13,5;
13/12/2022 14.07.00;17,9;17,4;14,4;
13/12/2022 14.08.00;17,9;17,4;15;
13/12/2022 14.09.00;17,9;17,5;15,5;
13/12/2022 14.10.00;17,9;17,5;15,9;
13/12/2022 14.11.00;17,9;17,5;16;
13/12/2022 14.12.00;17,9;17,5;16,2;
13/12/2022 14.13.00;17,9;17,5;16,3;
13/12/2022 14.14.00;17,9;17,5;16,4;
13/12/2022 14.15.00;18;17,5;16,4;
13/12/2022 14.16.00;18;17,5;16,5;
13/12/2022 14.17.00;18;17,5;16,6;
13/12/2022 14.18.00;18;17,5;16,6;
13/12/2022 14.19.00;18;17,5;16,6;
13/12/2022 14.20.00;18;17,5;16,6;
13/12/2022 14.21.00;18;17,6;16,6;
13/12/2022 14.22.00;18;17,6;16,8;
13/12/2022 14.23.00;18;17,6;16,8;
13/12/2022 14.24.00;18,1;17,6;16,7;
13/12/2022 14.25.00;18;17,6;16,7;
13/12/2022 14.26.00;18,1;17,6;16,8;
13/12/2022 14.27.00;18,1;17,6;16,7;
13/12/2022 14.28.00;18,1;17,6;16,7;
13/12/2022 14.29.00;18,1;17,6;16,7;
13/12/2022 14.30.00;18,1;17,6;16,6;
13/12/2022 14.31.00;18,1;17,6;16,7;
13/12/2022 14.32.00;18,1;17,7;16,6;
13/12/2022 14.33.00;18,1;17,7;16,7;
13/12/2022 14.34.00;18,2;17,7;16,6;
13/12/2022 14.35.00;18,2;17,7;16,6;
13/12/2022 14.36.00;18,2;17,7;16,6;
13/12/2022 14.37.00;18,2;17,7;16,6;
13/12/2022 14.38.00;18,2;17,7;16,6;
13/12/2022 14.39.00;18,2;17,7;16,4;
13/12/2022 14.40.00;18,2;17,7;16,5;
13/12/2022 14.41.00;18,2;17,7;16,6;
13/12/2022 14.42.00;18,2;17,7;16,6;
13/12/2022 14.43.00;18,2;17,8;16,5;
13/12/2022 14.44.00;18,3;17,8;16,5;
13/12/2022 14.45.00;18,3;17,8;16,5;
13/12/2022 14.46.00;18,3;17,8;16,5;
13/12/2022 14.47.00;18,3;17,8;16,4;
13/12/2022 14.48.00;18,3;17,8;16,6;
13/12/2022 14.49.00;18,3;17,8;16,7;
13/12/2022 14.50.00;18,3;17,8;16,8;
13/12/2022 14.51.00;18,3;17,8;17;
13/12/2022 14.52.00;18,3;17,8;17,2;
13/12/2022 14.53.00;18,3;17,9;17,4;
13/12/2022 14.54.00;18,4;17,9;17,5;
13/12/2022 14.55.00;18,4;17,9;17,6;
13/12/2022 14.56.00;18,4;17,9;17,7;
13/12/2022 14.57.00;18,4;17,9;17,7;
13/12/2022 14.58.00;18,4;17,9;17,7;
13/12/2022 14.59.00;18,4;17,9;17,7;
13/12/2022 15.00.00;18,4;17,9;17,7;
13/12/2022 15.01.00;18,4;18;17,7;
13/12/2022 15.02.00;18,5;18;17,7;
13/12/2022 15.03.00;18,5;18;17,7;
13/12/2022 15.04.00;18,5;18;17,6;
13/12/2022 15.05.00;18,5;18;17,6;
13/12/2022 15.06.00;18,5;18;17,7;
13/12/2022 15.07.00;18,5;18;17,7;
13/12/2022 15.08.00;18,5;18;17,7;
13/12/2022 15.09.00;18,5;18,1;17,8;
13/12/2022 15.10.00;18,6;18,1;17,9;
13/12/2022 15.11.00;18,6;18,1;17,9;
13/12/2022 15.12.00;18,6;18,1;17,9;
13/12/2022 15.13.00;18,6;18,1;17,8;
13/12/2022 15.14.00;18,6;18,1;17,8;
13/12/2022 15.15.00;18,6;18,1;17,6;
13/12/2022 15.16.00;18,6;18,1;17,6;
13/12/2022 15.17.00;18,6;18,1;17,5;
13/12/2022 15.18.00;18,6;18,1;17,6;
13/12/2022 15.19.00;18,6;18,2;17,6;
13/12/2022 15.20.00;18,7;18,2;17,7;
13/12/2022 15.21.00;18,7;18,2;17,7;
13/12/2022 15.22.00;18,7;18,2;17,7;
13/12/2022 15.23.00;18,7;18,2;17,5;
13/12/2022 15.24.00;18,7;18,2;17,5;
13/12/2022 15.25.00;18,7;18,2;17,7;
13/12/2022 15.26.00;18,7;18,2;17,9;
13/12/2022 15.27.00;18,7;18,2;17,8;
13/12/2022 15.28.00;18,7;18,3;17,9;
13/12/2022 15.29.00;18,8;18,3;17,8;
13/12/2022 15.30.00;18,8;18,3;17,7;
13/12/2022 15.31.00;18,8;18,3;17,8;
13/12/2022 15.32.00;18,8;18,3;17,9;
13/12/2022 15.33.00;18,8;18,3;18,1;
13/12/2022 15.34.00;18,8;18,3;18;
13/12/2022 15.35.00;18,8;18,3;18,1;
13/12/2022 15.36.00;18,8;18,3;18;
13/12/2022 15.37.00;18,9;18,3;17,9;
13/12/2022 15.38.00;18,8;18,4;17,9;
13/12/2022 15.39.00;18,9;18,4;17,9;
13/12/2022 15.40.00;18,9;18,4;17,7;
13/12/2022 15.41.00;18,9;18,4;17,9;
13/12/2022 15.42.00;18,9;18,4;17,9;
13/12/2022 15.43.00;18,9;18,4;18,1;
13/12/2022 15.44.00;18,9;18,4;18,1;
13/12/2022 15.45.00;18,9;18,4;18;
13/12/2022 15.46.00;18,9;18,4;18;
13/12/2022 15.47.00;19;18,4;18,1;
13/12/2022 15.48.00;19;18,4;18,1;
13/12/2022 15.49.00;19;18,5;17,9;
13/12/2022 15.50.00;19;18,5;18;
13/12/2022 15.51.00;19;18,5;18,1;
13/12/2022 15.52.00;19;18,5;18;
13/12/2022 15.53.00;19;18,5;18,1;
13/12/2022 15.54.00;19;18,5;18;
13/12/2022 15.55.00;19;18,5;17,9;
13/12/2022 15.56.00;19,1;18,5;18;
13/12/2022 15.57.00;19,1;18,5;17,9;
13/12/2022 15.58.00;19,1;18,6;17,9;
13/12/2022 15.59.00;19,1;18,6;17,8;
13/12/2022 16.00.00;19,1;18,6;17,8;
13/12/2022 16.01.00;19,1;18,6;17,9;
13/12/2022 16.02.00;19,1;18,6;18;
13/12/2022 16.03.00;19,1;18,6;18;
